performance,Action,Adult,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Horror,Music,Musical,Mystery,News,RealityTV,Romance,SciFi,Short,Sport,TalkShow,Thriller,War,Western,duration,lifetime_gross,nrOfNewsArticles,nrOfNominations,nrOfPhotos,nrOfUserReviews,nrOfWins,ratingCount,ratingInteger,title,year
Fail,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6420,31011732,776,0,87,147,0,47441,7,MORNING GLORY,2010
Fail,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5940,42100625,1301,7,47,673,4,126913,7,DRAG ME TO HELL,2009
Success,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5760,2536665,579,11,26,70,12,19050,8,SIN NOMBRE,2009
Fail,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6060,905209,281,8,15,55,2,7613,7,COLD SOULS,2009
Fail,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5820,470691,443,0,14,127,0,29610,7,JCVD,2008
Fail,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6840,116601172,9822,2,95,522,1,170753,6,GREEN LANTERN,2011
Fail,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,7500,40572825,522,1,42,177,1,37023,6,DUPLICITY,2009
Fail,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7380,94125426,34,17,116,259,16,61496,7,JULIE & JULIA,2009
Success,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,6720,115646235,5684,52,34,1221,15,417838,8,DISTRICT 9,2009
Fail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,7380,41596251,1024,0,69,354,0,101216,7,ORPHAN,2009
Fail,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5160,27865571,1053,1,52,122,1,46400,6,BEASTLY,2011
Fail,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8400,97104620,2434,10,101,564,1,182355,7,PUBLIC ENEMIES,2009
Fail,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4980,25662155,269,0,60,49,0,9009,3,DANCE FLICK,2009
Fail,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10980,2430627,593,16,14,193,7,17740,7,GHAJINI,2008
Fail,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6660,13043363,1109,0,102,114,0,46159,7,WHIP IT,2009
Fail,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,12574914,2225,55,90,215,25,93787,7,AN EDUCATION,2009
Fail,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5880,9451946,628,0,78,111,0,39928,7,AWAY WE GO,2009
Fail,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8100,274589,0,0,0,10,0,817,5,ONE TWO THREE,2008
Fail,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5520,24077427,700,0,78,196,0,81945,7,FROM PARIS WITH LOVE,2010
Fail,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10020,2078956,408,11,5,131,3,16469,7,RAB NE BANA DI JODI,2008
Fail,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9120,702166,234,0,3,33,0,4649,6,BACHNA AE HASEENO,2008
Fail,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8700,1243910,492,10,8,61,2,7402,7,DOSTANA,2008
Fail,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5880,35161554,858,0,80,223,0,31854,6,STAR WARS: THE CLONE WARS,2008
Success,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,9900,4018771,988,11,7,225,9,40079,8,MY NAME IS KHAN,2010
Fail,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4980,7013191,78,0,15,199,0,8021,4,AN AMERICAN CAROL,2008
Fail,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6420,123477607,2064,17,77,319,27,135706,7,RANGO,2011
Fail,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5640,64003625,967,8,12,89,4,24237,6,DIARY OF A WIMPY KID,2010
Fail,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6540,73357727,1139,5,75,403,2,169746,7,LAW ABIDING CITIZEN,2009
Fail,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5160,24007324,374,0,72,233,0,45823,6,OBSERVE AND REPORT,2009
Fail,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8760,51855045,1741,0,103,297,0,87760,6,FUNNY PEOPLE,2009
Fail,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6300,63914167,750,0,48,129,0,60360,7,LAST VEGAS,2013
Fail,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,6300,50577412,1053,0,31,114,0,17306,7,JACK RYAN: SHADOW RECRUIT,2014
Fail,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6960,11330849,916,5,70,158,1,35848,7,OUT OF THE FURNACE,2013
Fail,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5220,14190901,459,0,22,344,0,63745,2,DISASTER MOVIE,2008
Fail,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5820,60128566,2203,8,50,399,1,106108,6,RESIDENT EVIL: AFTERLIFE,2010
Fail,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7980,209397903,2040,19,132,471,3,270171,7,MISSION: IMPOSSIBLE - GHOST PROTOCOL,2011
Fail,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7200,11242660,1313,11,52,157,4,44727,7,JANE EYRE,2011
Fail,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5700,100539043,1616,0,95,270,0,217783,7,DUE DATE,2010
Fail,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6420,4234170,1009,9,45,141,1,23925,6,GREENBERG,2010
Fail,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7020,58607007,1923,0,42,362,0,45479,7,ROBOCOP,2014
Fail,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6420,6783129,712,4,54,100,6,28025,7,CONVICTION,2010
Fail,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6420,101470202,2089,7,61,586,6,197539,7,THIS IS THE END,2013
Fail,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6240,189621,97,0,21,41,0,13282,7,SHRINK,2009
Success,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7020,48071303,7291,30,119,783,7,328140,8,KICK-ASS,2010
Fail,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,5700,42073277,2075,13,37,877,8,197627,7,THE CABIN IN THE WOODS,2012
Fail,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7800,296623634,14255,19,225,905,16,181568,5,THE TWILIGHT SAGA: NEW MOON,2009
Fail,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5940,221805,227,0,22,109,0,22506,7,WORLD'S GREATEST DAD,2009
Fail,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6720,39464306,2681,14,68,210,25,51954,7,CRAZY HEART,2009
Fail,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7680,2430083,614,36,2,59,14,6923,7,LOVE AAJ KAL,2009
Fail,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5580,216391482,990,19,71,146,1,82063,7,MADAGASCAR 3: EUROPE'S MOST WANTED,2012
Fail,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5280,98711404,2513,7,46,195,4,102933,6,DATE NIGHT,2010
Fail,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5220,3644,113,3,9,3,1,500,7,SMASH HIS CAMERA,2010
Fail,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5520,100292856,1571,3,46,282,5,124646,6,BAD TEACHER,2011
Fail,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6120,35353000,1011,0,9,188,0,80542,6,THE WATCH,2012
Fail,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7080,10273188,225,0,37,180,0,43377,6,THE BOONDOCK SAINTS II: ALL SAINTS DAY,2009
Fail,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6780,1044039,1013,36,26,143,36,36151,7,ANIMAL KINGDOM,2010
Success,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5520,857005,372,8,34,138,26,32257,9,THE COVE,2009
Fail,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,4800,33601190,760,0,56,297,0,83012,6,DEVIL,2010
Fail,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5100,42779261,576,0,35,110,0,42438,5,GULLIVER'S TRAVELS,2010
Fail,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5520,42739347,335,0,101,94,0,28268,6,DEATH AT A FUNERAL,2010
Fail,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6780,46000903,2464,1,112,233,1,133802,7,GANGSTER SQUAD,2013
Success,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8640,18613,48,11,4,102,6,13521,8,DEV.D,2009
Fail,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3720,6627,24,0,0,5,0,53,7,TAPE,2008
Fail,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6840,65187603,1647,3,79,180,2,77069,6,JACK THE GIANT SLAYER,2013
Fail,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6480,408983,649,0,9,101,1,11405,6,I'M STILL HERE,2010
Fail,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4860,30441326,828,0,25,110,0,48813,6,THE SITTER,2011
Fail,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6120,162001186,1806,4,41,293,3,132374,6,GROWN UPS,2010
Fail,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,6360,62495645,1780,7,47,385,1,161299,7,THE ADJUSTMENT BUREAU,2011
Fail,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6420,44875481,1223,0,91,165,0,64710,6,COP OUT,2010
Fail,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7080,58877969,2114,0,69,488,0,157172,6,TOTAL RECALL,2012
Fail,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7440,75624550,1140,7,55,175,1,85077,7,WE BOUGHT A ZOO,2011
Fail,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5520,139854287,1642,3,26,422,1,149135,6,TAKEN 2,2012
Fail,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9240,352390543,6848,27,106,871,6,242459,6,TRANSFORMERS: DARK OF THE MOON,2011
Fail,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6780,19068240,2317,3,67,341,1,84925,7,REMEMBER ME,2010
Fail,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7140,42025135,1406,0,29,305,0,79027,6,RIDDICK,2013
Fail,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6120,254464305,3032,14,86,380,2,273303,7,THE HANGOVER PART II,2011
Fail,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6420,52000688,2385,1,15,592,2,139196,6,PREDATORS,2010
Fail,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5880,23240020,907,0,24,141,0,66463,7,FASTER,2010
Fail,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5940,31162545,854,0,71,70,0,34555,6,CHARLIE ST. CLOUD,2010
Fail,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7860,65422625,3106,12,80,693,3,158997,6,BATTLESHIP,2012
Fail,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6120,2990625,2308,41,31,172,16,31698,7,MARTHA MARCY MAY MARLENE,2011
Fail,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5820,103412758,1438,21,33,154,8,81782,7,RISE OF THE GUARDIANS,2012
Fail,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6960,25124966,835,7,13,141,2,84937,7,KILLER ELITE,2011
Fail,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7980,21148651,864,0,62,223,0,114898,7,THE NEXT THREE DAYS,2010
Fail,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6600,2848578,73,0,19,61,0,3117,6,LETTERS TO GOD,2010
Fail,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5700,1044143,1463,25,12,417,12,94679,7,BURIED,2010
Fail,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5220,6861102,860,3,34,80,1,29626,6,CEDAR RAPIDS,2011
Fail,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5280,1024175,1956,21,38,265,17,66580,7,ATTACK THE BLOCK,2011
Fail,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7440,89107235,2834,0,48,776,0,244627,7,OBLIVION,2013
Fail,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,6600,16008272,803,0,89,164,0,60571,6,THE RAVEN,2012
Fail,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6720,37081475,925,0,45,137,0,111862,6,THE CHANGE-UP,2011
Fail,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6240,10721033,1998,5,39,205,2,68574,6,DRIVE ANGRY,2011
Fail,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7980,199228,474,9,2,49,8,4601,7,PAA,2009
Fail,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6540,93050117,2492,0,61,694,0,198113,7,ELYSIUM,2013
Fail,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5220,5043,156,0,5,46,0,21732,6,FLYPAPER,2011
Fail,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6240,1348205,129,0,30,20,1,2457,6,SNOW FLOWER AND THE SECRET FAN,2011
Fail,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5460,20275446,745,5,24,161,1,74537,7,PREMIUM RUSH,2012
Fail,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5640,21393620,615,0,30,917,0,66159,4,SKYLINE,2010
Fail,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7740,538690,877,0,35,107,0,41946,7,MACHINE GUN PREACHER,2011
Fail,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5700,14326864,589,0,16,207,0,67857,6,LOCKOUT,2012
Fail,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6180,54760791,1764,0,60,204,0,110536,6,THIS MEANS WAR,2012
Success,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7620,6739492,1445,39,51,167,54,52232,8,AMOUR,2012
Fail,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5880,67349198,2228,3,33,467,2,125512,5,A GOOD DAY TO DIE HARD,2013
Fail,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6240,125014030,1210,16,53,145,3,92639,7,THE VOW,2012
Fail,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7860,47382068,1505,0,81,248,0,84239,7,SAVAGES,2012
Fail,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7800,234911825,2559,23,96,481,4,138719,6,OZ: THE GREAT AND POWERFUL,2013
Fail,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6540,55802754,1623,0,88,180,0,185107,7,FRIENDS WITH BENEFITS,2011
Fail,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5400,24816118,1088,0,89,104,0,63131,7,OUR IDIOT BROTHER,2011
Fail,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6360,218815487,2647,21,53,571,6,327961,7,TED,2012
Success,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6300,4312735,844,16,52,118,7,42684,8,INSIDE JOB,2010
Fail,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5880,137921,388,0,6,64,0,18463,6,THE DOUBLE,2011
Fail,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5940,83670083,2245,2,65,240,2,119801,6,WRATH OF THE TITANS,2012
Fail,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6300,45290318,377,0,35,106,0,57523,7,HERE COMES THE BOOM,2012
Fail,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6480,36665854,685,4,21,184,2,60797,6,COLOMBIANA,2011
Fail,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7860,101802906,6454,19,95,974,6,237607,7,PACIFIC RIM,2013
Fail,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6360,64935167,2077,4,94,188,2,56306,6,MIRROR MIRROR,2012
Fail,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,6900,117723989,1542,3,68,521,1,284774,7,NOW YOU SEE ME,2013
Fail,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9120,36000000,78,4,9,94,4,7333,7,THE GREATEST SHOW ON EARTH,1952
Fail,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5400,32771,0,0,2,61,0,9927,4,11/11/2011,2011
Fail,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5700,6854611,1226,18,14,120,7,36617,7,THE SPECTACULAR NOW,2013
Fail,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6060,3909002,3307,53,34,331,27,105923,7,SHAME,2011
Fail,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7620,155332381,7848,26,100,668,10,174995,6,SNOW WHITE AND THE HUNTSMAN,2012
Fail,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,6780,52624,612,0,18,122,0,38440,6,RED LIGHTS,2012
Fail,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6420,7919574,607,4,27,134,2,32524,7,ARBITRAGE,2012
Fail,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5820,15026056,1609,2,62,316,2,86521,6,KILLING THEM SOFTLY,2012
Fail,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,5160,17687709,935,1,11,306,1,39967,5,APOLLO 18,2011
Success,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4800,304052,74,6,4,23,2,4866,8,BEING ELMO: A PUPPETEER'S JOURNEY,2011
Fail,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7860,2871956,437,12,19,212,4,16963,7,TALAASH,2012
Fail,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9420,95720716,5665,72,67,586,57,163246,7,ZERO DARK THIRTY,2012
Fail,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5100,86907746,1008,5,36,167,2,84668,6,THE CAMPAIGN,2012
Success,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8280,150117807,4643,85,61,616,50,189392,8,AMERICAN HUSTLE,2013
Fail,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5640,11682205,409,0,39,97,0,26646,6,GONE,2012
Fail,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6240,2540106,568,0,44,104,0,55526,7,RUBY SPARKS,2012
Success,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6540,41003371,1422,9,39,289,4,131734,8,END OF WATCH,2012
Fail,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6720,16685867,728,0,85,156,0,49586,6,TO ROME WITH LOVE,2012
Fail,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5700,6002451,1071,35,41,117,15,29381,7,THE SESSIONS,2012
Fail,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6960,2301839,488,0,80,93,0,26864,7,THE EAST,2013
Success,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7920,233921534,5979,0,70,0,0,605519,8,X-MEN: DAYS OF FUTURE PAST,2014
Success,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9900,188850,41,2,4,61,1,4651,8,YOL,2011
Fail,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7080,17616641,755,0,26,119,0,60992,6,PARKER,2013
Fail,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5640,51872378,753,0,28,220,0,61921,7,THE CALL,2013
Fail,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6600,15024049,1272,16,85,251,2,136150,7,SEVEN PSYCHOPATHS,2012
Fail,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,35266619,90,3,30,283,1,61174,6,CARRIE,2013
Fail,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8580,350864,331,4,6,38,2,6919,7,SINGHAM,2011
Fail,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7380,337135885,0,0,0,0,0,370302,7,THE HUNGER GAMES: MOCKINGJAY - PART 1,2014
Fail,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,8220,281723902,0,0,0,0,0,243275,7,THE HUNGER GAMES: MOCKINGJAY - PART 2,2015
Success,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5940,898317,256,15,9,66,10,21253,8,THE IMPOSTER,2012
Fail,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6720,65001093,1663,14,28,190,6,126667,7,PITCH PERFECT,2012
Fail,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6360,6263670,1282,20,42,197,3,30364,7,ALL IS LOST,2013
Success,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6240,13235319,2758,71,103,220,32,41493,8,INSIDE LLEWYN DAVIS,2013
Fail,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6660,35763137,704,0,78,135,2,36084,7,TROUBLE WITH THE CURVE,2012
Fail,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7080,10895295,556,0,33,112,0,40792,7,DEAD MAN DOWN,2013
