performance,Action,Adult,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Horror,Music,Musical,Mystery,News,RealityTV,Romance,SciFi,Short,Sport,TalkShow,Thriller,War,Western,duration,lifetime_gross,nrOfNewsArticles,nrOfNominations,nrOfPhotos,nrOfUserReviews,nrOfWins,ratingCount,ratingInteger,title,year
Fail,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6420,23717291,959,0,20,89,0,6787,6,SANTA CLAUS: THE MOVIE,1985
Fail,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7980,32192570,82,1,36,143,1,23256,7,SILVERADO,1985
Fail,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6120,60088980,75,0,22,56,0,27645,6,SPIES LIKE US,1985
Fail,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6540,8489518,27,0,5,17,0,1108,5,STICK,1985
Fail,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6240,390659,21,11,21,43,3,9165,7,SUBWAY,1985
Fail,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6000,18135531,46,0,19,69,0,12429,7,THE SURE THING,1985
Fail,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6900,9085049,18,0,11,41,2,2539,7,SWEET DREAMS,1985
Fail,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5460,33086611,279,0,20,101,0,27613,6,TEEN WOLF,1985
Fail,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6960,17307019,87,0,22,208,3,16673,7,TO LIVE AND DIE IN L.A.,1985
Fail,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7860,50327960,247,4,27,269,2,52796,6,A VIEW TO A KILL,1985
Fail,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5640,23834048,401,0,23,119,0,45974,7,WEIRD SCIENCE,1985
Success,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6720,68706993,248,26,37,154,10,53767,8,WITNESS,1985
Fail,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6540,19739575,77,3,32,79,1,12241,7,YOUNG SHERLOCK HOLMES,1985
Fail,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6660,2347000,34,2,18,83,2,8647,7,AT CLOSE RANGE,1986
Fail,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5760,1476356,10,0,18,50,1,7810,7,CLOCKWISE,1986
Success,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6180,70136369,484,0,121,428,0,189910,8,FERRIS BUELLER'S DAY OFF,1986
Fail,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7500,837623,12,15,6,16,13,2951,7,GINGER E FRED,1986
Fail,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5640,79817937,43,0,48,59,0,31703,6,THE GOLDEN CHILD,1986
Fail,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7800,42724017,36,0,17,111,2,23091,7,HEARTBREAK RIDGE,1986
Fail,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6960,5900000,523,0,32,296,0,80947,7,HIGHLANDER,1986
Success,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6840,28607524,208,3,28,125,3,28553,8,HOOSIERS,1986
Fail,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6600,16295774,244,4,13,248,4,27019,5,HOWARD THE DUCK,1986
Fail,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6960,49851591,11,0,19,31,1,6746,6,LEGAL EAGLES,1986
Fail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7020,3900000,8,1,7,30,1,3595,6,THE MANHATTAN PROJECT,1986
Success,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7500,17218023,129,25,28,177,14,36472,8,THE MISSION,1986
Fail,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6240,5794184,2,11,18,44,15,8194,7,MONA LISA,1986
Fail,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5460,37499651,47,0,12,87,0,29749,6,THE MONEY PIT,1986
Fail,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,6180,25147055,0,0,8,30,0,3947,6,THE MORNING AFTER,1986
Fail,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7020,14302779,57,1,21,93,1,18328,7,THE MOSQUITO COAST,1986
Success,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7320,1500000,53,6,9,84,4,12722,8,SALVADOR,1986
Fail,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6600,179800601,2286,5,129,351,9,168004,7,TOP GUN,1986
Fail,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,8475466,8,0,4,27,0,3663,6,WISE GUYS,1986
Fail,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,153665036,106,1,29,87,6,66500,6,BEVERLY HILLS COP II,1987
Fail,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7980,51249404,351,11,16,95,17,17820,7,BROADCAST NEWS,1987
Fail,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6000,63954274,1440,7,78,373,11,105208,7,DIRTY DANCING,1987
Fail,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5520,23509382,17,0,12,44,0,7736,5,ERNEST GOES TO CAMP,1987
Fail,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7140,156645693,331,14,37,183,7,42695,7,FATAL ATTRACTION,1987
Fail,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5640,14564027,893,5,35,295,2,59890,7,HELLRAISER,1987
Fail,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7200,25893810,125,3,21,66,0,34274,7,INNERSPACE,1987
Fail,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5880,12396383,198,0,12,142,0,11914,6,LESS THAN ZERO,1987
Fail,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5400,42721196,51,3,20,90,5,18180,6,MANNEQUIN,1987
Success,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8100,1680358,24,6,18,52,2,5389,8,MATEWAN,1987
Fail,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6120,80640528,182,15,45,131,16,28592,7,MOONSTRUCK,1987
Fail,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5580,16057580,145,2,14,106,4,27379,6,OVER THE TOP,1987
Fail,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6120,14182492,434,1,18,189,1,19084,7,PRINCE OF DARKNESS,1987
Success,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6120,53424681,1605,10,46,402,11,135552,8,ROBOCOP,1987
Fail,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6420,40050884,68,1,28,67,3,25992,7,ROXANNE,1987
Fail,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6660,66995879,10,0,21,66,1,18969,6,THE SECRET OF MY SUCCESS,1987
Fail,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5760,38119483,193,0,43,245,0,106024,7,SPACEBALLS,1987
Fail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5340,2488740,75,7,6,89,3,7542,7,THE STEPFATHER,1987
Success,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7140,76270454,376,11,43,392,13,178711,8,THE UNTOUCHABLES,1987
Fail,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5400,300859,0,0,4,35,0,3466,6,WHITE WATER SUMMER,1987
Fail,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5760,960040,6,0,3,28,0,1661,6,APPOINTMENT WITH DEATH,1988
Fail,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5220,33244684,557,3,37,254,1,48620,7,CHILD'S PLAY,1988
Success,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7140,34670720,512,18,33,131,17,45104,8,DANGEROUS LIAISONS,1988
Fail,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5460,37903295,58,0,30,103,0,24662,6,THE DEAD POOL,1988
Fail,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6600,42039085,106,0,32,117,1,41523,7,DIRTY ROTTEN SCOUNDRELS,1988
Fail,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7620,12638294,2,0,7,24,0,2161,6,EVERYBODY'S ALL-AMERICAN,1988
Success,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6480,62493712,198,15,53,172,8,92669,8,A FISH CALLED WANDA,1988
Success,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9840,8373585,201,5,26,291,3,32926,8,THE LAST TEMPTATION OF CHRIST,1988
Fail,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6300,3965604,3,0,4,14,0,622,6,MEMORIES OF ME,1988
Fail,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5820,20324096,5,0,22,47,0,11087,6,THE PRESIDIO,1988
Fail,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6240,34994648,104,0,37,82,0,38698,6,RED HEAT,1988
Fail,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6060,60328558,180,3,36,142,1,46774,7,SCROOGED,1988
Fail,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5580,13008928,1123,0,26,294,0,51986,7,THEY LIVE,1988
Success,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7200,4865997,41,3,11,55,1,4960,8,TORCH SONG TRILOGY,1988
Fail,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7560,57269863,310,9,26,219,1,68700,7,WILLOW,1988
Fail,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6780,63779477,287,14,16,112,9,33361,7,WORKING GIRL,1988
Fail,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6420,45661556,198,2,20,111,1,34968,7,YOUNG GUNS,1988
Success,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8340,54461047,427,12,64,363,4,107051,8,THE ABYSS,1989
Fail,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5340,27100027,65,0,36,76,0,19409,7,ALL DOGS GO TO HEAVEN,1989
Success,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7560,251188924,3404,21,68,752,8,210971,8,BATMAN,1989
Fail,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7500,46212055,93,1,33,105,0,32632,7,BLACK RAIN,1989
Fail,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6480,16278590,0,1,27,49,1,7067,6,CHANCES ARE,1989
Fail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5760,7825009,144,5,27,127,5,25113,7,DEAD CALM,1989
Fail,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5940,106593296,711,14,34,122,24,52757,7,DRIVING MISS DAISY,1989
Fail,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6120,4729352,79,5,12,78,13,21057,7,DRUGSTORE COWBOY,1989
Success,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6420,64431625,498,9,47,296,6,71283,8,FIELD OF DREAMS,1989
Fail,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6480,112494738,375,1,14,177,2,101590,7,GHOSTBUSTERS II,1989
Fail,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6480,13741060,0,0,17,56,1,10864,6,GREAT BALLS OF FIRE!,1989
Success,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8220,10161099,428,11,19,106,10,20065,8,HENRY V,1989
Fail,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5640,18699037,5,0,11,23,0,4764,6,HER ALIBI,1989
Fail,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5820,14697005,86,0,21,95,0,26757,6,KICKBOXER,1989
Fail,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6840,147253986,113,0,52,154,1,98114,7,LETHAL WEAPON 2,1989
Fail,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5880,15704614,114,0,9,90,1,10028,6,LEVIATHAN,1989
Fail,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7980,34667015,155,0,19,289,0,57433,7,LICENCE TO KILL,1989
Fail,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7440,10763469,83,0,16,51,1,11330,6,NEW YORK STORIES,1989
Fail,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7440,100047830,309,10,28,112,4,30685,7,PARENTHOOD,1989
Fail,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6180,57469467,483,5,19,223,1,49420,7,PET SEMATARY,1989
Fail,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6840,30050028,217,0,30,191,0,32400,6,ROAD HOUSE,1989
Fail,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6780,58571513,59,3,27,101,0,25441,7,SEA OF LOVE,1989
Fail,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6420,52210049,94,3,50,261,3,34649,5,STAR TREK V: THE FINAL FRONTIER,1989
Fail,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6240,63408614,4,0,25,127,0,58944,6,TANGO & CASH,1989
Fail,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5640,10982364,0,0,6,48,0,10551,6,WHO'S HARRY CRUMB?,1989
Fail,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6780,31053601,2,0,43,34,0,18064,6,AIR AMERICA,1990
Fail,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6120,7331647,0,5,22,50,1,8452,7,ALICE,1990
Fail,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5940,12626043,36,1,19,49,1,4630,6,BAD INFLUENCE,1990
Fail,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6600,70978012,32,0,37,48,0,24604,6,BIRD ON A WIRE,1990
Fail,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7500,15691192,46,0,23,106,0,15304,5,THE BONFIRE OF THE VANITIES,1990
Fail,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5100,8266343,0,0,9,138,0,35823,7,CRY-BABY,1990
Fail,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6420,82670733,322,0,61,88,1,47749,6,DAYS OF THUNDER,1990
Fail,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,6600,26098824,56,3,10,217,1,14608,6,THE EXORCIST III,1990
Success,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9720,66666062,68,13,243,516,4,191424,8,THE GODFATHER: PART III,1990
Fail,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7800,20710451,4,2,22,89,3,14937,7,HAMLET,1990
Fail,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8160,11567449,0,0,34,54,1,8735,6,HENRY & JUNE,1990
Fail,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6180,285761243,1258,4,30,255,10,214100,7,HOME ALONE,1990
Success,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6780,26118851,99,0,22,328,2,60964,8,JACOB'S LADDER,1990
Fail,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6660,91457688,200,1,48,97,4,84661,6,KINDERGARTEN COP,1990
Fail,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5280,92706,0,0,2,10,0,191,5,A MAN CALLED SARGE,1990
Fail,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,6480,30669413,252,4,31,263,1,72570,6,PREDATOR 2,1990
Fail,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7620,86303188,72,2,29,76,1,24277,7,PRESUMED INNOCENT,1990
Fail,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7140,178406268,1163,10,40,251,7,158096,7,PRETTY WOMAN,1990
Fail,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4860,53470891,47,0,21,94,0,18286,5,PROBLEM CHILD,1990
Fail,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4620,27931461,57,0,25,58,5,18953,7,THE RESCUERS DOWN UNDER,1990
Fail,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7020,45681173,26,0,32,204,0,46086,6,ROBOCOP 2,1990
Fail,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8280,2075084,27,3,18,64,8,7220,7,THE SHELTERING SKY,1990
Success,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6780,119412921,3132,13,53,364,7,187348,8,TOTAL RECALL,1990
Fail,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6720,2319124,13,0,23,50,0,6902,7,WHITE HUNTER BLACK HEART,1990
Fail,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7500,14560247,213,5,13,182,2,48623,7,WILD AT HEART,1990
Fail,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5940,113502426,552,12,17,111,3,75222,7,THE ADDAMS FAMILY,1991
Fail,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4500,22166041,12,0,29,40,0,12689,6,AN AMERICAN TAIL: FIEVEL GOES WEST,1991
Fail,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5880,9689816,0,0,27,23,0,4693,5,THE BUTCHER'S WIFE,1991
Fail,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6600,24277858,20,0,8,22,0,4376,6,CLASS ACTION,1991
Success,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7080,14919570,78,6,24,102,10,21759,8,THE COMMITMENTS,1991
Success,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8220,41895491,274,20,21,146,16,48343,8,THE FISHER KING,1991
Fail,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,17218080,71,4,30,235,3,37276,6,HUDSON HAWK,1991
Fail,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6300,59509925,261,0,30,135,0,62616,7,THE LAST BOY SCOUT,1991
Fail,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6480,1526697,17,0,4,75,0,6332,7,A MIDNIGHT CLEAR,1992
Fail,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6120,59489799,340,3,22,109,2,43917,7,MY GIRL,1991
Fail,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6240,6401336,169,4,15,146,12,29976,7,MY OWN PRIVATE IDAHO,1991
Fail,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6540,23562716,0,0,14,107,0,19551,6,OSCAR,1991
Fail,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7320,43218387,704,2,34,243,1,80077,7,POINT BREAK,1991
Fail,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5400,25104700,12,0,9,76,0,14254,4,PROBLEM CHILD 2,1991
Fail,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7440,1750301,20,2,7,77,3,4515,7,PROSPERO'S BOOKS,1991
Fail,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5760,22641969,7,0,17,40,0,4422,6,PURE LUCK,1991
Fail,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8580,165493908,266,17,48,301,14,118314,7,ROBIN HOOD: PRINCE OF THIEVES,1991
Fail,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9240,7191399,0,1,30,78,0,18765,6,1492: CONQUEST OF PARADISE,1992
Fail,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7560,162831698,849,13,57,560,2,164843,7,BATMAN RETURNS,1992
Fail,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5220,57114049,70,4,31,50,1,36334,5,BEETHOVEN,1992
Fail,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6120,4479470,26,1,12,93,5,10452,7,BOB ROBERTS,1992
Fail,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5400,22518097,10,0,11,70,0,14560,6,CAPTAIN RON,1992
Fail,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6060,25105517,79,0,17,126,0,13429,7,THE CUTTING EDGE,1992
Fail,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8400,58883840,97,0,35,92,0,39264,7,FAR AND AWAY,1992
Fail,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6060,9223441,33,0,22,30,0,5646,6,GLADIATOR,1992
Fail,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5340,58662452,2,0,14,46,0,25514,5,HONEY I BLEW UP THE KID,1992
Success,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6480,10555619,157,5,11,69,12,16956,8,HUSBANDS AND WIVES,1992
Fail,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6720,4943279,34,0,17,70,0,6492,6,INNOCENT BLOOD,1992
Fail,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7680,107533928,344,5,67,147,6,57804,7,A LEAGUE OF THEIR OWN,1992
Success,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5100,27281507,134,0,30,137,1,26423,8,THE MUPPET CHRISTMAS CAROL,1992
Success,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,52929168,204,2,18,188,3,68772,8,MY COUSIN VINNY,1992
Fail,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6300,6202756,6,0,12,30,0,3208,6,NIGHT AND THE CITY,1992
Fail,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6120,24204154,113,1,24,137,2,19025,6,THE PEOPLE UNDER THE STAIRS,1991
Fail,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6360,14715067,55,0,10,73,0,14879,7,SCHOOL TIES,1992
